municipality,publication_date,series,distribution-place,address,telephone-number,distribution-time,longitude-latitude,longitude-latitude2,longitude-latitude3,longitude-latitude4,longitude-latitude5
知立市,第20弾,2023/7/28,【平日】知立市役所上下水道部下水道課【土日・祝日】知立市観光交流センター,【平日】愛知県知立市広見三丁目1番地【土日・祝日】愛知県知立市中町中128番地,【平日】電話:0566-95-0159【土日・祝日】電話:0566-55-6302,【平日】8：30～17：15ただし、年末年始はお休みです【土日・祝日】9：00～17：00ただし、年末年始はお休みです,137.05072 : 35.00149,137.04237 : 35.0076,,,
尾張旭市,第5弾,2017/8/1,尾張旭まち案内,愛知県尾張旭市東大道原田34-1（グリーンシティビル1階）,電話：0561-52-6500,10：00～18：00ただし、毎週木曜日（祝日を除く）、年末年始はお休みです,137.03764 : 35.21668,,,,
高浜市(A001),第04弾,2017/4/3,【平日】高浜市役所2階上下水道グループ【土日祝】高浜エコハウス,【平日】愛知県高浜市青木町4-1-2【土日祝】愛知県高浜市沢渡町4-6-2,【平日】電話:0566-52-1111【土日祝】電話:0566-52-2299（問合せ先）高浜市役所上下水道グループ（平日営業時間のみ対応）電話:0566-52-1111,【平日】8:30～17:15【土日】10:00～17:00ただし、月〜金の祝日、及び年末年始はお休みです※令和５年３月１日より、土日祝の配布時間が下記に変わります【土日祝】9:00～17：00ただし、年末年始は休みです,136.98747 : 34.92761,136.99518 : 34.93039,,,
高浜市(B001),第15弾,2021/8/17,高浜市やきものの里かわら美術館内ミュージアムショップ,愛知県高浜市青木町九丁目6番地18,電話：0566-52-3366,10：00～17：00ただし、月曜日・火曜日（祝日の場合は翌平日）及び年末年始はお休みです,136.98186 : 34.92315,,,,
豊明市,第5弾,2017/8/1,【平日】豊明市役所 下水道課【休日】豊明市役所 宿直室,愛知県豊明市新田町子持松1-1,【平日】電話：0562-92-1126【休日】電話：0562-92-1111,8：30～17：00※平日と休日で左記の通り配布窓口が異なりますのでご注意ください,137.01302 : 35.05384,,,,
愛西市,第21弾,2023/12/15,愛西市観光協会,愛知県愛西市森川町井桁西25番地1,電話:0567-55-9993,9：00～17：00ただし、毎週木曜日・年末年始（12/29～1/3）はお休みです,136.69395 : 35.14437,,,,
北名古屋市,第8弾,2018/8/11,【平日】北名古屋市 下水道課窓口【休日】北名古屋市歴史民俗資料館,【平日】愛知県北名古屋市西之保清水田15【休日】愛知県北名古屋市熊之庄御榊53,【平日】電話：0568-22-1111【休日】電話：0568-25-3600,【平日】8：30～17：15【休日】9：00～17:00（16：40までに入館受付をお済ませください）ただし、年末年始、月末日（歴史民俗資料館のみ）はお休みです,136.8662 : 35.24575,136.88547 : 35.25023,,,
弥富市,第18弾,2023/1/28,【月曜日以外】歴史民俗資料館【月曜日】弥富市役所　下水道課,【月曜日以外】愛知県弥富市前ケ須町南本田347【月曜日】愛知県弥富市前ケ須町南本田335,【月曜日以外】電話：0567-65-4355【月曜日】電話：0567-65-1111（問合せ先）弥富市役所　下水道課電話：0567-65-1111,【月曜日以外】9：00～17：00年末年始（12月29日～1月3日）はお休みです【月曜日】８：30～17：15祝日、年末年始（12月29日～1月3日）はお休みです,136.72446 : 35.10933,136.72484 : 35.1102,,,
みよし市,第14弾,2021/4/25,【平日】みよし市役所下水道課【休日】みよし市役所夜間受付,愛知県みよし市三好町小坂50番地,【平日】電話:0561-32-8022【休日】電話:0561-32-2111（問合せ先）みよし市役所下水道課（平日営業時間のみ対応）電話:0561-32-8022,【平日】8：30～17：15【休日】24時間,137.07485 : 35.089308,,,,
みよし市(B001),第19弾,2023/4/28,みよし市ビジターセンター,愛知県みよし市三好丘二丁目2番1 カリヨンハウス1階,（問合せ先）みよし市下水道課電話:0561-32-8022,9：30～16：30ただし、月曜日（祝日の場合は翌日）と年末年始はお休みです,137.11052 : 35.12584,,,,
長久手市,第5弾,2017/8/1,長久手市文化の家　窓口,愛知県長久手市野田農201,電話：0561-61-3411※文化の家が改修・休館するため、令和７年２月から１２月頃まで（工事終了まで）配布場所を下記に変更しますリニモテラス公益施設愛知県長久手市勝入塚205番地電話：0561-57-1599,9：00～17：00ただし、月曜日（祝日の場合はその翌日）、年末年始はお休みです※文化の家が改修・休館するため、令和７年２月から１２月頃まで（工事終了まで）配布時間を下記に変更します9:00～21:00ただし、月曜日はお休みです,137.0379 : 35.18286,,,,
豊山町,第6弾,2017/12/9,豊山町役場 建設課窓口,愛知県西春日井郡豊山町大字豊場字新栄260,（問い合わせ先）豊山町役場建設課 下水道係電話：0568-28-0940,8：30～17：15ただし、年末年始はお休みです土日、祝日に配布をご希望される方は、平日（8：30～17：15）に電話予約が必要です,136.91199 : 35.25057,,,,
扶桑町,第11弾,2019/12/14,【平日】扶桑町役場下水道課【休日】扶桑町役場宿直室,愛知県丹羽郡扶桑町大字高雄字天道330,電話：0587－93－1111,【平日】8:30～17:15【休日】8:30～17:15,136.91321 : 35.35933,,,,
大治町,第15弾,2021/8/17,【平日】大治町役場建設部下水道課窓口【土日祝】大治町公民館2階窓口,【平日】愛知県海部郡大治町大字馬島字大門西1-1【土日祝】愛知県海部郡大治町大字馬島字大門西10,【平日】電話：052-444-2711【土日祝】電話：052-443-2671（問合せ先）大治町役場建設部下水道課電話：052-444-2711（内線140・157）,【平日】8：30～17：15ただし、土日祝日及び年末年始(12/29～1/3)はお休みです【土日祝日】9：00～17：00ただし、月曜日及び年末年始(12/29～1/3)はお休みです※役場の閉庁日と公民館の休館日が重なったときは、配布ができません,136.82007 : 35.1748,136.81964 : 35.17479,,,
蟹江町,第10弾,2019/8/7,【平日】蟹江町水道事務所（蟹江町上下水道部下水道課）【月曜日以外①】蟹江町歴史民俗資料館【月曜日以外②】蟹江町観光交流センター　祭人,【平日】愛知県海部郡蟹江町学戸一丁目225番地【月曜日以外①】愛知県海部郡蟹江町城一丁目214番地【月曜日以外②】愛知県海部郡蟹江町大字須成字川西上371番地,電話：0567-95-1500【月曜日以外①】電話：0567-95-3812【月曜日以外②】電話：0567-58-3310,【平日】8：30〜17：00※ただし、年末年始はお休みです。【月曜日以外①】歴史民俗資料館9:00〜17:00※ただし、年末年始はお休みです※月曜日が祝日の場合は、翌日がお休みです【月曜日以外②】蟹江町観光交流センター　祭人9：00〜17：00※ただし、年末年始はお休みです※月曜日が祝日の場合は、翌日がお休みです,136.78183 : 35.13579,136.79036 : 35.1368,,,
阿久比町,第8弾,2018/8/11,【平日】阿久比町役場建設経済部 上下水道課【休日】阿久比町 宿直室,愛知県知多郡阿久比町大字卯坂字殿越50,電話：0569-48-1111,8：30～17：15,136.9149 : 34.93278,,,,
東浦町,第9弾,2018/12/14,【平日】東浦町役場　上下水道課【休日】東浦町役場　当直室,愛知県知多郡東浦町大字緒川字政所20番地,電話：0562-83-3111,【平日】8：45～16：00（水曜日は8：45～20：00）【休日】８：30～17：15,136.96501 : 34.97667,,,,
武豊町,第13弾,2020/12/17,【通常】まちの駅『味の蔵たけとよ』【休館日】武豊町商工会,【通常】愛知県知多郡武豊町忠白田11-1【休館日】愛知県知多郡武豊町忠白田11-1,【通常】電話：0569-73-6002【休館日】電話：0569-73-1100,【通常】9:00～18：00火曜～日曜(月曜祝日の場合は営業)に配布します【休館日】8：30～17：15まちの駅『味の蔵たけとよ』の休館日（月曜(祝日の場合は翌平日)）に配布しますただし、年末年始はお休みです,136.92361 : 34.84347,136.92361 : 34.84347,,,
設楽町,第15弾,2021/8/17,【平日】設楽町役場　生活課【土日祝日】設楽町役場宿直室,【平日】愛知県北設楽郡設楽町田口字辻前14番地【土日祝日】愛知県北設楽郡設楽町田口字辻前14番地,【平日】電話：0536-62-0522【土日祝日】電話：0536-62-0511,【平日】9：00～17：00ただし、年末年始はお休みです【土日祝日】9：00～17：00ただし、年末年始はお休みです,137.57228 : 35.0991,137.57228 : 35.0991,,,
四日市市（A001）,第5弾,2017/8/1,【通常】そらんぽ四日市 総合受付【休館日】四日市市上下水道局総務課,【通常】三重県四日市市安島1-3-16（そらんぽ四日市1階）【休館日】三重県四日市市堀木1-3-18,【通常】電話：059-355-2700【休館日】電話：059-354-8350,【通常】9：30～17：00ただし、月曜日（祝日の場合はその翌日）、年末年始はお休みです※土曜日は19：30まで配布しています※月曜日は一部開館する日もございます※年4回（各1週間程度）、整備休館があります【休館日】8：30 ～17：15ただし、年末年始を除く平日のみ配布します,136.61618 : 34.96802,136.61406 : 34.97208,,,
四日市市（B001）,第9弾,2018/12/14,お休み処四十三茶屋　観光案内所（四日市観光協会）,三重県四日市市安島1-1-56 四日市物産観光ホール内,電話：059-357-0381,10:00～19:00ただし、年末年始はお休みです※臨時休業する場合があります,136.61783 : 34.96826,,,,
四日市市(C001),第13弾,2020/12/17,四日市市上下水道局2階総務課,三重県四日市市堀木一丁目3番18号,電話：059-354-8350,8:30～17:15※土日・祝日は夜間休日窓口で配布します。,136.61406 : 34.97208,,,,
伊勢市(A001),第7弾,2018/4/28,伊勢市駅観光案内所,三重県伊勢市吹上1-1-4（JR伊勢市駅構内）,電話：0596-65-6091,9：00～17：30（年中無休）,136.70959 : 34.4917,,,,
伊勢市(B001),第12弾,2020/4/25,二見浦観光案内所,三重県伊勢市二見町茶屋111-1 二見生涯学習センター内,電話:0596-43-2331,8:30～17:00(年中無休),136.777339 : 34.506127,,,,
松阪市(A001),第3弾,2016/12/1,【平日】松阪市上下水道部 1階 上下水道総務課【休日】松阪市役所1階 当直室,【平日】三重県松阪市殿町1340番地1（松阪市本庁舎第3分館）【休日】三重県松阪市殿町1340番地1,【平日】電話：0598-53-4371【休日】電話:0598-53-4100,8：30～17：15,136.52745 : 34.57808,136.52745 : 34.57808,,,
松阪市(B001),第11弾,2019/12/14,【通常】豪商のまち松阪　観光交流センター【12/30～1/2】松阪市役所１階当直室,【通常】三重県松阪市魚町1658番地3【12/30～1/2】三重県松阪市殿町1340番地1,【通常】電話：0598－25－6565【12/30～1/2】電話：0598－53－4100(問合せ先)松阪市上下水道部上下水道総務課電話：0598－53－4371,【3月～11月】9:00～18:00【12月～2月】9:00～17:00【12/30～1/2】8:30～17:15,136.52905 : 34.57888,136.52745 : 34.57808,,,
松阪市(C001),第23弾,2024/7/26,松阪市総合運動公園 管理事務所,三重県松阪市山下町111,電話:0598-28-6757（問合せ先）松阪市上下水道部 上下水道総務課電話:0598-53-4371,8：30～17：15ただし、月曜日（祝日の場合はその翌日）、祝日の翌日（土・日・祝日の場合は営業）、年末年始（12月29日～1月3日）はお休みです,136.57388 : 34.54283,,,,
松阪市(D001),第24弾,2024/12/20,松浦武四郎記念館,三重県松阪市小野江町383,電話:0598-56-6847（問合せ先）松阪市上下水道部上下水道総務課電話:0598-53-4371,9：00～16：30ただし、月曜日（祝日の場合はその翌日）、祝日の翌平日（土・日・祝日の場合は開館）、年末年始（12月29日～1月3日）、展示替え期間中（2か月ごとの火～木曜日）はお休みです,136.50969 : 34.64281,,,,
桑名市(A001),第06弾,2017/12/9,桑名市物産観光案内所,三重県桑名市有楽町59,電話：0594-21-5416,9：00～17：00ただし、年末年始（12/29～1/3）はお休みです,136.68475 : 35.06758,,,,
桑名市(B001),第16弾,2022/1/15,桑名市住吉浦休憩施設,三重県桑名市太一丸地先,電話：0594-23-3010,9：00~17：00ただし、年末年始はお休みです,136.69247 : 35.07013,,,,
鈴鹿市,第6弾,2017/12/9,【平日】鈴鹿市上下水道局【休日】鈴鹿市観光協会,【平日】三重県鈴鹿市寺家町1170【休日】三重県鈴鹿市白子駅前17-12,電話：059-368-1662,【平日】8：30～17：15【休日】9：30～18：00ただし、年末年始はお休みです,136.57135 : 34.83273,136.58914 : 34.83524,,,
亀山市,第4弾,2017/4/3,関まちなみ資料館,三重県亀山市関町中町482,電話：0595-96-2404,9：00～16：30ただし、毎週月曜日（祝日または振替休日の場合は翌日）、年末年始（12/29～1/3）はお休みです,136.39371 : 34.85209,,,,
志摩市,第24弾,2024/12/20,【平日・土日祝】安乗岬園地休憩舎【土日祝】志摩市観光協会,【平日・土日祝】三重県志摩市阿児町安乗794-1【土日祝】三重県志摩市阿児町鵜方1670-2 近鉄鵜方駅改札階,【平日・土日祝】電話：0599-77-3267【土日祝】電話:0599-46-0570（問合せ先）志摩市上下水道部下水道課電話:0599-44-0225」（平日のみ）,【平日・土日祝】9：30～16：00臨時休業等の情報についてはこちらからご確認ください【土日祝】9:00〜17:00※年末年始（12/29～1/3）も配布します。,136.906904 : 34.364805,136.82619 : 34.32925,,,
